Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sex,SRA Study,tissue,alignment_software,AssemblyName
SRR2396842,WGS,202,353107716,PRJNA279205,SAMN03452772,Model organism or animal,256344336,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242133,USA,North America,USA: Maine,Illumina HiSeq 2000,F_1_1,Maine.F_1_1,PAIRED,size fractionation,GENOMIC,353,244,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068048,F_1_1,female,SRP063680,whole,,
SRR2396843,WGS,202,253865116,PRJNA279205,SAMN03452773,Model organism or animal,186604518,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242134,USA,North America,USA: Maine,Illumina HiSeq 2000,F_3_1,Maine.F_3_1,PAIRED,size fractionation,GENOMIC,253,177,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068047,F_3_1,female,SRP063680,whole,,
SRR2396844,WGS,202,533864386,PRJNA279205,SAMN03452774,Model organism or animal,391230205,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242135,USA,North America,USA: Maine,Illumina HiSeq 2000,F_5_1,Maine.F_5_1,PAIRED,size fractionation,GENOMIC,533,373,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068045,F_5_1,female,SRP063680,whole,,
SRR2396845,WGS,202,523888818,PRJNA279205,SAMN03452775,Model organism or animal,384032452,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242136,USA,North America,USA: Maine,Illumina HiSeq 2000,F_7_1,Maine.F_7_1,PAIRED,size fractionation,GENOMIC,523,366,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068046,F_7_1,female,SRP063680,whole,,
SRR2396846,WGS,202,321536732,PRJNA279205,SAMN03452776,Model organism or animal,235000112,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242137,USA,North America,USA: Maine,Illumina HiSeq 2000,F_9_1,Maine.F_9_1,PAIRED,size fractionation,GENOMIC,321,224,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068043,F_9_1,female,SRP063680,whole,,
SRR2396847,WGS,202,374383164,PRJNA279205,SAMN03452777,Model organism or animal,270595764,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242138,USA,North America,USA: Maine,Illumina HiSeq 2000,F_13_1,Maine.F_13_1,PAIRED,size fractionation,GENOMIC,374,258,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068044,F_13_1,female,SRP063680,whole,,
SRR2396848,WGS,202,472905836,PRJNA279205,SAMN03452778,Model organism or animal,344230876,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242139,USA,North America,USA: Maine,Illumina HiSeq 2000,F_15_1,Maine.F_15_1,PAIRED,size fractionation,GENOMIC,472,328,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068042,F_15_1,female,SRP063680,whole,,
SRR2396849,WGS,202,1409396824,PRJNA279205,SAMN03452779,Model organism or animal,1032041743,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242140,USA,North America,USA: Maine,Illumina HiSeq 2000,F_17_1,Maine.F_17_1,PAIRED,size fractionation,GENOMIC,1409,984,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068041,F_17_1,female,SRP063680,whole,,
SRR2396850,WGS,202,471063394,PRJNA279205,SAMN03452780,Model organism or animal,342690889,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242141,USA,North America,USA: Maine,Illumina HiSeq 2000,F_19_1,Maine.F_19_1,PAIRED,size fractionation,GENOMIC,471,326,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068040,F_19_1,female,SRP063680,whole,,
SRR2396851,WGS,202,294579024,PRJNA279205,SAMN03452781,Model organism or animal,213677858,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242142,USA,North America,USA: Maine,Illumina HiSeq 2000,F_21_1,Maine.F_21_1,PAIRED,size fractionation,GENOMIC,294,203,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068039,F_21_1,female,SRP063680,whole,,
SRR2396852,WGS,202,305002628,PRJNA279205,SAMN03452782,Model organism or animal,222175248,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242143,USA,North America,USA: Maine,Illumina HiSeq 2000,F_23_1,Maine.F_23_1,PAIRED,size fractionation,GENOMIC,305,211,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068038,F_23_1,female,SRP063680,whole,,
SRR2396853,WGS,202,232922362,PRJNA279205,SAMN03452783,Model organism or animal,170105196,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242144,USA,North America,USA: Maine,Illumina HiSeq 2000,H_1_1,Maine.H_1_1,PAIRED,size fractionation,GENOMIC,232,162,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068037,H_1_1,female,SRP063680,whole,,
SRR2396854,WGS,202,142597254,PRJNA279205,SAMN03452784,Model organism or animal,104306298,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242145,USA,North America,USA: Maine,Illumina HiSeq 2000,H_3_1,Maine.H_3_1,PAIRED,size fractionation,GENOMIC,142,99,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068036,H_3_1,female,SRP063680,whole,,
SRR2396855,WGS,202,669235494,PRJNA279205,SAMN03452785,Model organism or animal,487264560,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242146,USA,North America,USA: Maine,Illumina HiSeq 2000,H_5_1,Maine.H_5_1,PAIRED,size fractionation,GENOMIC,669,464,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068035,H_5_1,female,SRP063680,whole,,
SRR2396856,WGS,202,1019276446,PRJNA279205,SAMN03452786,Model organism or animal,753364035,STANFORD UNIVERSITY,01-Oct-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242147,USA,North America,USA: Maine,Illumina HiSeq 2000,H_7_1,Maine.H_7_1,PAIRED,size fractionation,GENOMIC,1019,718,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068034,H_7_1,female,SRP063680,whole,,
SRR2396857,WGS,202,234172944,PRJNA279205,SAMN03452787,Model organism or animal,169481449,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242148,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_2_1,Pennsylvania.I_2_1,PAIRED,size fractionation,GENOMIC,234,161,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068033,I_2_1,female,SRP063680,whole,,
SRR2396858,WGS,202,332170820,PRJNA279205,SAMN03452788,Model organism or animal,235578557,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242149,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_4_1,Pennsylvania.I_4_1,PAIRED,size fractionation,GENOMIC,332,224,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068032,I_4_1,female,SRP063680,whole,,
SRR2396859,WGS,202,381014420,PRJNA279205,SAMN03452789,Model organism or animal,269757400,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242150,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_6_1,Pennsylvania.I_6_1,PAIRED,size fractionation,GENOMIC,381,257,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068031,I_6_1,female,SRP063680,whole,,
SRR2396860,WGS,202,395676186,PRJNA279205,SAMN03452790,Model organism or animal,280701623,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242151,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_8_1,Pennsylvania.I_8_1,PAIRED,size fractionation,GENOMIC,395,267,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068030,I_8_1,female,SRP063680,whole,,
SRR2396861,WGS,202,422371294,PRJNA279205,SAMN03452791,Model organism or animal,298164257,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242152,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_10_1,Pennsylvania.I_10_1,PAIRED,size fractionation,GENOMIC,422,284,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068029,I_10_1,female,SRP063680,whole,,
SRR2396862,WGS,202,530607136,PRJNA279205,SAMN03452792,Model organism or animal,378909245,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242153,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_12_1,Pennsylvania.I_12_1,PAIRED,size fractionation,GENOMIC,530,361,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068028,I_12_1,female,SRP063680,whole,,
SRR2396863,WGS,202,549446060,PRJNA279205,SAMN03452793,Model organism or animal,391172623,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242154,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_14_1,Pennsylvania.I_14_1,PAIRED,size fractionation,GENOMIC,549,373,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068027,I_14_1,female,SRP063680,whole,,
SRR2396864,WGS,202,419875382,PRJNA279205,SAMN03452794,Model organism or animal,301390395,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242155,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_16_1,Pennsylvania.I_16_1,PAIRED,size fractionation,GENOMIC,419,287,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068026,I_16_1,female,SRP063680,whole,,
SRR2396865,WGS,202,3875168,PRJNA279205,SAMN03452795,Model organism or animal,3027155,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242156,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_20_1,Pennsylvania.I_20_1,PAIRED,size fractionation,GENOMIC,3,2,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068025,I_20_1,female,SRP063680,whole,,
SRR2396866,WGS,202,3267552,PRJNA279205,SAMN03452796,Model organism or animal,2569535,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242157,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_22_1,Pennsylvania.I_22_1,PAIRED,size fractionation,GENOMIC,3,2,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068024,I_22_1,female,SRP063680,whole,,
SRR2396867,WGS,202,48377586,PRJNA279205,SAMN03452797,Model organism or animal,34695702,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242158,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,I_24_1,Pennsylvania.I_24_1,PAIRED,size fractionation,GENOMIC,48,33,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068023,I_24_1,female,SRP063680,whole,,
SRR2396868,WGS,202,104157058,PRJNA279205,SAMN03452798,Model organism or animal,73826975,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242159,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_2_1,Pennsylvania.K_2_1,PAIRED,size fractionation,GENOMIC,104,70,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068022,K_2_1,female,SRP063680,whole,,
SRR2396869,WGS,202,92387124,PRJNA279205,SAMN03452799,Model organism or animal,65776267,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242160,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_4_1,Pennsylvania.K_4_1,PAIRED,size fractionation,GENOMIC,92,62,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068021,K_4_1,female,SRP063680,whole,,
SRR2396870,WGS,202,136588360,PRJNA279205,SAMN03452800,Model organism or animal,96602806,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242161,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_6_1,Pennsylvania.K_6_1,PAIRED,size fractionation,GENOMIC,136,92,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068020,K_6_1,female,SRP063680,whole,,
SRR2396871,WGS,202,126691168,PRJNA279205,SAMN03452801,Model organism or animal,90566885,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242162,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_8_1,Pennsylvania.K_8_1,PAIRED,size fractionation,GENOMIC,126,86,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068019,K_8_1,female,SRP063680,whole,,
SRR2396872,WGS,202,91082406,PRJNA279205,SAMN03452802,Model organism or animal,64483329,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242163,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_10_1,Pennsylvania.K_10_1,PAIRED,size fractionation,GENOMIC,91,61,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068018,K_10_1,female,SRP063680,whole,,
SRR2396874,WGS,202,214480570,PRJNA279205,SAMN03452804,Model organism or animal,152223588,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",adult,wild,SRX1242165,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_16_1,Pennsylvania.K_16_1,PAIRED,size fractionation,GENOMIC,214,145,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068016,K_16_1,female,SRP063680,whole,,
SRR2396875,WGS,202,137774706,PRJNA279205,SAMN03452805,Model organism or animal,97724866,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242166,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_18_1,Pennsylvania.K_18_1,PAIRED,size fractionation,GENOMIC,137,93,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068015,K_18_1,female,SRP063680,whole,,
SRR2396876,WGS,202,134913376,PRJNA279205,SAMN03452806,Model organism or animal,96007299,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242167,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_20_1,Pennsylvania.K_20_1,PAIRED,size fractionation,GENOMIC,134,91,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068014,K_20_1,female,SRP063680,whole,,
SRR2396877,WGS,202,121029512,PRJNA279205,SAMN03452807,Model organism or animal,86389092,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242168,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,K_24_1,Pennsylvania.K_24_1,PAIRED,size fractionation,GENOMIC,121,82,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068013,K_24_1,female,SRP063680,whole,,
SRR2396878,WGS,202,407542070,PRJNA279205,SAMN03452808,Model organism or animal,291171764,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242169,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_2_1,Pennsylvania.O_2_1,PAIRED,size fractionation,GENOMIC,407,277,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068012,O_2_1,female,SRP063680,whole,,
SRR2396879,WGS,202,322010826,PRJNA279205,SAMN03452809,Model organism or animal,229154625,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242170,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_4_1,Pennsylvania.O_4_1,PAIRED,size fractionation,GENOMIC,322,218,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068011,O_4_1,female,SRP063680,whole,,
SRR2396880,WGS,202,232495334,PRJNA279205,SAMN03452810,Model organism or animal,164870510,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242171,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_6_1,Pennsylvania.O_6_1,PAIRED,size fractionation,GENOMIC,232,157,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068010,O_6_1,female,SRP063680,whole,,
SRR2396881,WGS,202,319958506,PRJNA279205,SAMN03452811,Model organism or animal,227738281,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242172,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_8_1,Pennsylvania.O_8_1,PAIRED,size fractionation,GENOMIC,319,217,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068009,O_8_1,female,SRP063680,whole,,
SRR2396882,WGS,202,187695572,PRJNA279205,SAMN03452812,Model organism or animal,133327089,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242173,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_10_1,Pennsylvania.O_10_1,PAIRED,size fractionation,GENOMIC,187,127,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068008,O_10_1,female,SRP063680,whole,,
SRR2396883,WGS,202,196190480,PRJNA279205,SAMN03452813,Model organism or animal,138973982,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242174,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_12_1,Pennsylvania.O_12_1,PAIRED,size fractionation,GENOMIC,196,132,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068007,O_12_1,female,SRP063680,whole,,
SRR2396884,WGS,202,345821172,PRJNA279205,SAMN03452814,Model organism or animal,246659491,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242175,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_14_1,Pennsylvania.O_14_1,PAIRED,size fractionation,GENOMIC,345,235,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068006,O_14_1,female,SRP063680,whole,,
SRR2396885,WGS,202,233787124,PRJNA279205,SAMN03452815,Model organism or animal,167049661,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242176,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,O_16_1,Pennsylvania.O_16_1,PAIRED,size fractionation,GENOMIC,233,159,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068005,O_16_1,female,SRP063680,whole,,
SRR2396886,WGS,202,299022620,PRJNA279205,SAMN03452816,Model organism or animal,211887128,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242177,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_2_1,Pennsylvania.M_2_1,PAIRED,size fractionation,GENOMIC,299,202,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068004,M_2_1,female,SRP063680,whole,,
SRR2396887,WGS,202,473174900,PRJNA279205,SAMN03452817,Model organism or animal,336071480,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242178,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_4_1,Pennsylvania.M_4_1,PAIRED,size fractionation,GENOMIC,473,320,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068003,M_4_1,female,SRP063680,whole,,
SRR2396888,WGS,202,313181608,PRJNA279205,SAMN03452818,Model organism or animal,221210558,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,wild,SRX1242179,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_6_1,Pennsylvania.M_6_1,PAIRED,size fractionation,GENOMIC,313,210,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068002,M_6_1,female,SRP063680,whole,,
SRR2396890,WGS,202,189350558,PRJNA279205,SAMN03452820,Model organism or animal,133794274,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",adult,wild,SRX1242181,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_10_1,Pennsylvania.M_10_1,PAIRED,size fractionation,GENOMIC,189,127,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1068000,M_10_1,female,SRP063680,whole,,
SRR2396891,WGS,202,217020518,PRJNA279205,SAMN03452821,Model organism or animal,153861788,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242182,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_12_1,Pennsylvania.M_12_1,PAIRED,size fractionation,GENOMIC,217,146,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067999,M_12_1,female,SRP063680,whole,,
SRR2396892,WGS,202,550309004,PRJNA279205,SAMN03452822,Model organism or animal,390085187,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242183,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_14_1,Pennsylvania.M_14_1,PAIRED,size fractionation,GENOMIC,550,372,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067998,M_14_1,female,SRP063680,whole,,
SRR2396893,WGS,202,199508128,PRJNA279205,SAMN03452823,Model organism or animal,140927436,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242184,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_16_1,Pennsylvania.M_16_1,PAIRED,size fractionation,GENOMIC,199,134,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067997,M_16_1,female,SRP063680,whole,,
SRR2396894,WGS,202,328622084,PRJNA279205,SAMN03452824,Model organism or animal,232195417,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242185,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_18_1,Pennsylvania.M_18_1,PAIRED,size fractionation,GENOMIC,328,221,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067996,M_18_1,female,SRP063680,whole,,
SRR2396895,WGS,202,219316248,PRJNA279205,SAMN03452825,Model organism or animal,155908409,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",adult,wild,SRX1242186,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_20_1,Pennsylvania.M_20_1,PAIRED,size fractionation,GENOMIC,219,148,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067995,M_20_1,female,SRP063680,whole,,
SRR2396896,WGS,202,273395082,PRJNA279205,SAMN03452826,Model organism or animal,194762036,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242187,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_22_1,Pennsylvania.M_22_1,PAIRED,size fractionation,GENOMIC,273,185,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067994,M_22_1,female,SRP063680,whole,,
SRR2396897,WGS,202,485139562,PRJNA279205,SAMN03452827,Model organism or animal,345167428,STANFORD UNIVERSITY,01-Nov-2011,public,sra,"s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",adult,wild,SRX1242188,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,M_24_1,Pennsylvania.M_24_1,PAIRED,size fractionation,GENOMIC,485,329,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067993,M_24_1,female,SRP063680,whole,,
SRR2396898,WGS,202,129126682,PRJNA279205,SAMN03452828,Model organism or animal,91552267,STANFORD UNIVERSITY,01-Sep-2011,public,sra,"gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",adult,wild,SRX1242189,USA,North America,USA: Pennsylvania,Illumina HiSeq 2000,A_2_1,Pennsylvania.A_2_1,PAIRED,size fractionation,GENOMIC,129,87,Drosophila simulans,ILLUMINA,2015-10-20T00:00:00Z,SRS1067992,A_2_1,female,SRP063680,whole,,
