Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Description,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,title
ERR2861155,Dsim_Fl_Hot_F40_10,WGS,200,4298153800,PRJEB29281,SAMEA5044066,2818754971,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867398,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044066,ERS2855800,ERS2855800,ERP111575,Dsim_Fl_Hot_F40_10
ERR2861156,Dsim_Fl_Hot_F40_1,WGS,200,4072207400,PRJEB29281,SAMEA5044057,2651874184,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 1,ERC000011,2019-02-08,2018-11-16,ERX2867399,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044057,ERS2855791,ERS2855791,ERP111575,Dsim_Fl_Hot_F40_1
ERR2861157,Dsim_Fl_Hot_F40_2,WGS,200,3643226400,PRJEB29281,SAMEA5044058,2375453170,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 2,ERC000011,2019-02-08,2018-11-16,ERX2867400,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044058,ERS2855792,ERS2855792,ERP111575,Dsim_Fl_Hot_F40_2
ERR2861158,Dsim_Fl_Hot_F40_3,WGS,200,5242569200,PRJEB29281,SAMEA5044059,3407031692,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 3,ERC000011,2019-02-08,2018-11-16,ERX2867401,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044059,ERS2855793,ERS2855793,ERP111575,Dsim_Fl_Hot_F40_3
ERR2861159,Dsim_Fl_Hot_F40_4,WGS,200,3192790000,PRJEB29281,SAMEA5044060,2076841567,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 4,ERC000011,2019-02-08,2018-11-16,ERX2867402,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044060,ERS2855794,ERS2855794,ERP111575,Dsim_Fl_Hot_F40_4
ERR2861160,Dsim_Fl_Hot_F40_5,WGS,200,3509383000,PRJEB29281,SAMEA5044061,2284897538,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 5,ERC000011,2019-02-08,2018-11-16,ERX2867403,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044061,ERS2855795,ERS2855795,ERP111575,Dsim_Fl_Hot_F40_5
ERR2861161,Dsim_Fl_Hot_F40_6,WGS,200,2737457200,PRJEB29281,SAMEA5044062,1800414372,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 6,ERC000011,2019-02-08,2018-11-16,ERX2867404,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044062,ERS2855796,ERS2855796,ERP111575,Dsim_Fl_Hot_F40_6
ERR2861162,Dsim_Fl_Hot_F40_7,WGS,200,3498913000,PRJEB29281,SAMEA5044063,2296445316,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 7,ERC000011,2019-02-08,2018-11-16,ERX2867405,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044063,ERS2855797,ERS2855797,ERP111575,Dsim_Fl_Hot_F40_7
ERR2861163,Dsim_Fl_Hot_F40_8,WGS,200,2869023800,PRJEB29281,SAMEA5044064,1875641784,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867406,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044064,ERS2855798,ERS2855798,ERP111575,Dsim_Fl_Hot_F40_8
ERR2861164,Dsim_Fl_Hot_F40_9,WGS,200,2163835800,PRJEB29281,SAMEA5044065,1419109484,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867407,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044065,ERS2855799,ERS2855799,ERP111575,Dsim_Fl_Hot_F40_9
ERR2861165,Dsim_Fl_Hot_F40_10,WGS,200,4319245800,PRJEB29281,SAMEA5044066,2824953971,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 40 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867408,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044066,ERS2855800,ERS2855800,ERP111575,Dsim_Fl_Hot_F40_10
ERR2861166,Dsim_Fl_Hot_F50_1,WGS,200,2451574200,PRJEB29281,SAMEA5044067,1598664785,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 1,ERC000011,2019-02-08,2018-11-16,ERX2867409,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044067,ERS2855801,ERS2855801,ERP111575,Dsim_Fl_Hot_F50_1
ERR2861167,Dsim_Fl_Hot_F50_2,WGS,200,2426227800,PRJEB29281,SAMEA5044068,1578453100,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 2,ERC000011,2019-02-08,2018-11-16,ERX2867410,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044068,ERS2855802,ERS2855802,ERP111575,Dsim_Fl_Hot_F50_2
ERR2861168,Dsim_Fl_Hot_F50_3,WGS,200,2598852200,PRJEB29281,SAMEA5044069,1685697174,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 3,ERC000011,2019-02-08,2018-11-16,ERX2867411,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044069,ERS2855803,ERS2855803,ERP111575,Dsim_Fl_Hot_F50_3
ERR2861169,Dsim_Fl_Hot_F50_4,WGS,200,2874459400,PRJEB29281,SAMEA5044070,1865238419,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 4,ERC000011,2019-02-08,2018-11-16,ERX2867412,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044070,ERS2855804,ERS2855804,ERP111575,Dsim_Fl_Hot_F50_4
ERR2861170,Dsim_Fl_Hot_F50_5,WGS,200,3032630600,PRJEB29281,SAMEA5044071,1968313487,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 5,ERC000011,2019-02-08,2018-11-16,ERX2867413,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044071,ERS2855805,ERS2855805,ERP111575,Dsim_Fl_Hot_F50_5
ERR2861171,Dsim_Fl_Hot_F50_6,WGS,200,2551303800,PRJEB29281,SAMEA5044072,1659932800,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 6,ERC000011,2019-02-08,2018-11-16,ERX2867414,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044072,ERS2855806,ERS2855806,ERP111575,Dsim_Fl_Hot_F50_6
ERR2861172,Dsim_Fl_Hot_F50_7,WGS,200,2739820600,PRJEB29281,SAMEA5044073,1785003912,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 7,ERC000011,2019-02-08,2018-11-16,ERX2867415,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044073,ERS2855807,ERS2855807,ERP111575,Dsim_Fl_Hot_F50_7
ERR2861173,Dsim_Fl_Hot_F50_8,WGS,200,2965468200,PRJEB29281,SAMEA5044074,1944023929,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867416,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044074,ERS2855808,ERS2855808,ERP111575,Dsim_Fl_Hot_F50_8
ERR2861174,Dsim_Fl_Hot_F50_9,WGS,200,4788345800,PRJEB29281,SAMEA5044075,3128501055,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867417,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044075,ERS2855809,ERS2855809,ERP111575,Dsim_Fl_Hot_F50_9
ERR2861175,Dsim_Fl_Hot_F50_10,WGS,200,3580073800,PRJEB29281,SAMEA5044076,2311113278,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867418,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044076,ERS2855810,ERS2855810,ERP111575,Dsim_Fl_Hot_F50_10
ERR2861176,Dsim_Fl_Hot_F50_2,WGS,200,3031185600,PRJEB29281,SAMEA5044068,2025248733,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 2,ERC000011,2019-02-08,2018-11-16,ERX2867419,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044068,ERS2855802,ERS2855802,ERP111575,Dsim_Fl_Hot_F50_2
ERR2861177,Dsim_Fl_Hot_F50_4,WGS,200,3627667600,PRJEB29281,SAMEA5044070,2419115996,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 4,ERC000011,2019-02-08,2018-11-16,ERX2867420,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044070,ERS2855804,ERS2855804,ERP111575,Dsim_Fl_Hot_F50_4
ERR2861178,Dsim_Fl_Hot_F50_6,WGS,200,3197419200,PRJEB29281,SAMEA5044072,2137088731,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 6,ERC000011,2019-02-08,2018-11-16,ERX2867421,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044072,ERS2855806,ERS2855806,ERP111575,Dsim_Fl_Hot_F50_6
ERR2861180,Dsim_Fl_Hot_F50_8,WGS,200,3678472200,PRJEB29281,SAMEA5044074,2475459839,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867423,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044074,ERS2855808,ERS2855808,ERP111575,Dsim_Fl_Hot_F50_8
ERR2861181,Dsim_Fl_Hot_F50_9,WGS,200,5946717800,PRJEB29281,SAMEA5044075,3987723104,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867424,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044075,ERS2855809,ERS2855809,ERP111575,Dsim_Fl_Hot_F50_9
ERR2861182,Dsim_Fl_Hot_F50_10,WGS,200,4537168600,PRJEB29281,SAMEA5044076,3011852299,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867425,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044076,ERS2855810,ERS2855810,ERP111575,Dsim_Fl_Hot_F50_10
ERR2861183,Dsim_Fl_Hot_F50_2,WGS,200,2905496000,PRJEB29281,SAMEA5044068,1914393752,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 2,ERC000011,2019-02-08,2018-11-16,ERX2867426,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044068,ERS2855802,ERS2855802,ERP111575,Dsim_Fl_Hot_F50_2
ERR2861184,Dsim_Fl_Hot_F50_4,WGS,200,3458860000,PRJEB29281,SAMEA5044070,2273701373,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 4,ERC000011,2019-02-08,2018-11-16,ERX2867427,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044070,ERS2855804,ERS2855804,ERP111575,Dsim_Fl_Hot_F50_4
ERR2861186,Dsim_Fl_Hot_F50_7,WGS,200,3282397400,PRJEB29281,SAMEA5044073,2165597510,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 7,ERC000011,2019-02-08,2018-11-16,ERX2867429,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044073,ERS2855807,ERS2855807,ERP111575,Dsim_Fl_Hot_F50_7
ERR2861187,Dsim_Fl_Hot_F50_8,WGS,200,3526342000,PRJEB29281,SAMEA5044074,2340429611,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 8,ERC000011,2019-02-08,2018-11-16,ERX2867430,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044074,ERS2855808,ERS2855808,ERP111575,Dsim_Fl_Hot_F50_8
ERR2861188,Dsim_Fl_Hot_F50_9,WGS,200,5708798000,PRJEB29281,SAMEA5044075,3774909034,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 9,ERC000011,2019-02-08,2018-11-16,ERX2867431,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044075,ERS2855809,ERS2855809,ERP111575,Dsim_Fl_Hot_F50_9
ERR2861189,Dsim_Fl_Hot_F50_10,WGS,200,4321112800,PRJEB29281,SAMEA5044076,2826789236,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",Drosophila simulans Florida generation 50 Hot treatment replicate 10,ERC000011,2019-02-08,2018-11-16,ERX2867432,"INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA","INSTITUT FR POPULATIONSGENETIK, VETMEDUNI VIENNA",2019-02-08T17:04:10Z,2018-10-24T18:24:13Z,public,Illumina HiSeq 2000,unspecified,PAIRED,RANDOM,GENOMIC,Drosophila simulans,ILLUMINA,2019-02-13T00:00:00Z,SAMEA5044076,ERS2855810,ERS2855810,ERP111575,Dsim_Fl_Hot_F50_10
